accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR33937706	SRP591378	new	PRJNA1274439	SAMN48984332	PFND265-v1-stool	PFND265-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND265-v1-stool_S54_L001_R1_001.fastq.gz	PFND265-v1-stool_S54_L001_R2_001.fastq.gz				
SRR33937705	SRP591378	new	PRJNA1274439	SAMN48984333	PFND267-v1-stool	PFND267-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND267-v1-stool_S64_L001_R1_001.fastq.gz	PFND267-v1-stool_S64_L001_R2_001.fastq.gz				
SRR33937704	SRP591378	new	PRJNA1274439	SAMN48984334	PFND273-v1-stool	PFND273-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND273-v1-stool_S26_L001_R1_001.fastq.gz	PFND273-v1-stool_S26_L001_R2_001.fastq.gz				
SRR33937703	SRP591378	new	PRJNA1274439	SAMN48984335	PFND276-v1-stool	PFND276-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND276-v1-stool_S136_L001_R1_001.fastq.gz	PFND276-v1-stool_S136_L001_R2_001.fastq.gz				
SRR33937702	SRP591378	new	PRJNA1274439	SAMN48984336	PFND278-v1-stool	PFND278-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND278-v1-stool_S10_L001_R1_001.fastq.gz	PFND278-v1-stool_S10_L001_R2_001.fastq.gz				
SRR33937950	SRP591378	new	PRJNA1274439	SAMN48984337	PFND282-v1-stool-a	PFND282-v1-stool-a	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND282-v1-stool-a_S146_L001_R1_001.fastq.gz	PFND282-v1-stool-a_S146_L001_R2_001.fastq.gz				
SRR33937949	SRP591378	new	PRJNA1274439	SAMN48984338	PFND282-v1-stool-b	PFND282-v1-stool-b	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND282-v1-stool-b_S146_L001_R1_001.fastq.gz	PFND282-v1-stool-b_S146_L001_R2_001.fastq.gz				
SRR33937948	SRP591378	new	PRJNA1274439	SAMN48984339	PFND283-v1-stool	PFND283-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND283-v1-stool_S94_L001_R1_001.fastq.gz	PFND283-v1-stool_S94_L001_R2_001.fastq.gz				
SRR33937947	SRP591378	new	PRJNA1274439	SAMN48984340	PFND286-v1-stool	PFND286-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND286-v1-stool_S142_L001_R1_001.fastq.gz	PFND286-v1-stool_S142_L001_R2_001.fastq.gz				
SRR33937946	SRP591378	new	PRJNA1274439	SAMN48984341	PFND287-v1-stool	PFND287-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND287-v1-stool_S58_L001_R1_001.fastq.gz	PFND287-v1-stool_S58_L001_R2_001.fastq.gz				
SRR33937945	SRP591378	new	PRJNA1274439	SAMN48984342	PFND288-v1-stool	PFND288-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND288-v1-stool_S148_L001_R1_001.fastq.gz	PFND288-v1-stool_S148_L001_R2_001.fastq.gz				
SRR33937944	SRP591378	new	PRJNA1274439	SAMN48984343	PFND289-v1-stool	PFND289-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND289-v1-stool_S21_L001_R1_001.fastq.gz	PFND289-v1-stool_S21_L001_R2_001.fastq.gz				
SRR33937943	SRP591378	new	PRJNA1274439	SAMN48984344	PFND290-v1-stool	PFND290-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND290-v1-stool_S59_L001_R1_001.fastq.gz	PFND290-v1-stool_S59_L001_R2_001.fastq.gz				
SRR33937942	SRP591378	new	PRJNA1274439	SAMN48984345	PFND294-v1-stool	PFND294-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND294-v1-stool_S8_L001_R1_001.fastq.gz	PFND294-v1-stool_S8_L001_R2_001.fastq.gz				
SRR33937941	SRP591378	new	PRJNA1274439	SAMN48984346	PFND296-v1-stool	PFND296-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND296-v1-stool_S29_L001_R1_001.fastq.gz	PFND296-v1-stool_S29_L001_R2_001.fastq.gz				
SRR33937939	SRP591378	new	PRJNA1274439	SAMN48984347	PFND298-v1-stool	PFND298-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND298-v1-stool_S28_L001_R1_001.fastq.gz	PFND298-v1-stool_S28_L001_R2_001.fastq.gz				
SRR33937938	SRP591378	new	PRJNA1274439	SAMN48984348	PFND301-v1-stool	PFND301-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND301-v1-stool_S83_L001_R1_001.fastq.gz	PFND301-v1-stool_S83_L001_R2_001.fastq.gz				
SRR33937937	SRP591378	new	PRJNA1274439	SAMN48984349	PFND303-v1-stool	PFND303-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND303-v1-stool_S157_L001_R1_001.fastq.gz	PFND303-v1-stool_S157_L001_R2_001.fastq.gz				
SRR33937936	SRP591378	new	PRJNA1274439	SAMN48984350	PFND305-v1-stool	PFND305-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND305-v1-stool_S51_L001_R1_001.fastq.gz	PFND305-v1-stool_S51_L001_R2_001.fastq.gz				
SRR33937935	SRP591378	new	PRJNA1274439	SAMN48984351	PFND307-v1-stool	PFND307-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND307-v1-stool_S175_L001_R1_001.fastq.gz	PFND307-v1-stool_S175_L001_R2_001.fastq.gz				
SRR33937934	SRP591378	new	PRJNA1274439	SAMN48984352	PFND308-v1-stool	PFND308-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND308-v1-stool_S56_L001_R1_001.fastq.gz	PFND308-v1-stool_S56_L001_R2_001.fastq.gz				
SRR33937933	SRP591378	new	PRJNA1274439	SAMN48984353	PFND312-v1-stool	PFND312-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND312-v1-stool_S113_L001_R1_001.fastq.gz	PFND312-v1-stool_S113_L001_R2_001.fastq.gz				
SRR33937932	SRP591378	new	PRJNA1274439	SAMN48984354	PFND318-v1-stool	PFND318-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND318-v1-stool_S11_L001_R1_001.fastq.gz	PFND318-v1-stool_S11_L001_R2_001.fastq.gz				
SRR33937931	SRP591378	new	PRJNA1274439	SAMN48984355	PFND321-v1-stool	PFND321-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND321-v1-stool_S30_L001_R1_001.fastq.gz	PFND321-v1-stool_S30_L001_R2_001.fastq.gz				
SRR33937930	SRP591378	new	PRJNA1274439	SAMN48984356	PFND345-v1-stool	PFND345-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND345-v1-stool_S56_L001_R1_001.fastq.gz	PFND345-v1-stool_S56_L001_R2_001.fastq.gz				
SRR33937928	SRP591378	new	PRJNA1274439	SAMN48984357	PFND347-v1-stool	PFND347-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND347-v1-stool_S65_L001_R1_001.fastq.gz	PFND347-v1-stool_S65_L001_R2_001.fastq.gz				
SRR33937927	SRP591378	new	PRJNA1274439	SAMN48984358	PFND365-v1-stool	PFND365-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND365-v1-stool_S55_L001_R1_001.fastq.gz	PFND365-v1-stool_S55_L001_R2_001.fastq.gz				
SRR33937926	SRP591378	new	PRJNA1274439	SAMN48984359	PFND371-v1-stool	PFND371-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND371-v1-stool_S46_L001_R1_001.fastq.gz	PFND371-v1-stool_S46_L001_R2_001.fastq.gz				
SRR33937925	SRP591378	new	PRJNA1274439	SAMN48984360	PFND372-v1-stool	PFND372-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND372-v1-stool_S109_L001_R1_001.fastq.gz	PFND372-v1-stool_S109_L001_R2_001.fastq.gz				
SRR33937924	SRP591378	new	PRJNA1274439	SAMN48984361	PFND377-v1-stool	PFND377-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND377-v1-stool_S18_L001_R1_001.fastq.gz	PFND377-v1-stool_S18_L001_R2_001.fastq.gz				
SRR33937867	SRP591378	new	PRJNA1274439	SAMN48984362	PFND382-v1-stool	PFND382-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND382-v1-stool_S54_L001_R1_001.fastq.gz	PFND382-v1-stool_S54_L001_R2_001.fastq.gz				
SRR33937866	SRP591378	new	PRJNA1274439	SAMN48984363	PFND392-v1-stool	PFND392-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND392-v1-stool_S91_L001_R1_001.fastq.gz	PFND392-v1-stool_S91_L001_R2_001.fastq.gz				
SRR33937865	SRP591378	new	PRJNA1274439	SAMN48984364	PFND398-v1-stool	PFND398-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND398-v1-stool_S61_L001_R1_001.fastq.gz	PFND398-v1-stool_S61_L001_R2_001.fastq.gz				
SRR33937864	SRP591378	new	PRJNA1274439	SAMN48984365	PFND399-v1-stool	PFND399-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND399-v1-stool_S35_L001_R1_001.fastq.gz	PFND399-v1-stool_S35_L001_R2_001.fastq.gz				
SRR33937863	SRP591378	new	PRJNA1274439	SAMN48984366	PFND400-v1-stool	PFND400-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND400-v1-stool_S157_L001_R1_001.fastq.gz	PFND400-v1-stool_S157_L001_R2_001.fastq.gz				
SRR33937861	SRP591378	new	PRJNA1274439	SAMN48984367	PFND420-v1-stool	PFND420-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND420-v1-stool_S94_L001_R1_001.fastq.gz	PFND420-v1-stool_S94_L001_R2_001.fastq.gz				
SRR33937860	SRP591378	new	PRJNA1274439	SAMN48984368	PFND427-v1-stool	PFND427-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND427-v1-stool_S102_L001_R1_001.fastq.gz	PFND427-v1-stool_S102_L001_R2_001.fastq.gz				
SRR33937859	SRP591378	new	PRJNA1274439	SAMN48984369	PFND429-v1-stool	PFND429-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND429-v1-stool_S40_L001_R1_001.fastq.gz	PFND429-v1-stool_S40_L001_R2_001.fastq.gz				
SRR33937858	SRP591378	new	PRJNA1274439	SAMN48984370	PFND435-v1-stool	PFND435-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND435-v1-stool_S151_L001_R1_001.fastq.gz	PFND435-v1-stool_S151_L001_R2_001.fastq.gz				
